Team,Player,NBA,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos,LaneAgilityTime,ShuttleRun,ThreeQuarterSprint,StandingVerticalLeap,MaxVerticalLeap,MaxBenchPress,BodyFat%,HandLength,HandWidth,HeightNoShoes,HeightShoes,StandingReach,Weight,Wingspan,PID,Pk,DraftTeam,RkYear,HeightShoesC,HeightNoShoesC,StandingReachC,WingspanC
detroit-mercy,Willie Green,1,30,30,34,8.1,16.6,0.49,6.9,13.3,0.519,1.2,3.3,0.374,5.1,6.3,0.805,1.1,3.9,4.9,2.5,1.3,0.4,2.3,2.4,22.6,0,,0,,0,,0,,0,,0,,0,,0,greenwi01,41,SEA,2003,0,,0,
florida,Matt Bonner,1,33,33,31.4,5.5,10.8,0.51,3.6,6.8,0.531,1.9,4,0.474,2.2,3.1,0.733,2.1,4,6.1,1.5,1.1,0.6,1.6,2.1,15.2,0,,0,,0,,0,,0,,0,,0,,0,bonnema01,45,CHI,2003,0,,0,
georgetown,Mike Sweetney,1,34,34,32.4,7.8,14.2,0.547,7.8,14.1,0.55,0,0.1,0,7.3,9.9,0.738,4,6.3,10.4,1.9,1.5,3.2,2.1,2.8,22.8,0,,0,,0,,0,,0,,0,,0,,0,sweetmi01,9,NYK,2003,0,,0,
alabama,Mo Williams,1,29,29,35.8,5.5,12.8,0.431,3.6,6.6,0.539,2,6.2,0.317,3.4,4,0.838,1,2.9,3.9,3.9,1.2,0.2,3,2.1,16.4,0,,0,,0,,0,,0,,0,,0,,0,willima01,47,UTA,2003,0,,0,
georgia,Jarvis Hayes,1,27,27,32.3,6.9,13.6,0.503,4.9,8.9,0.544,2,4.7,0.425,2.6,3.3,0.784,1.3,3.1,4.4,2,1.1,0.4,1.4,2.4,18.3,0,,0,,0,,0,,0,,0,,0,,0,hayesja01,10,WAS,2003,0,,0,
marquette,Dwyane Wade,1,33,33,32.1,7.6,15.2,0.501,7.2,13.8,0.519,0.4,1.3,0.318,5.9,7.5,0.779,1.8,4.5,6.3,4.4,2.2,1.3,3.2,2.3,21.5,0,,0,,0,,0,,0,,0,,0,,0,wadedw01,5,MIA,2003,0,,0,
nevada-las-vegas,Marcus Banks,1,32,32,36.1,7,13.6,0.514,5.7,9.8,0.583,1.3,3.8,0.336,5.1,6.7,0.757,0.6,2.8,3.3,5.5,2.8,0.1,3.9,2.7,20.3,0,,0,,0,,0,,0,,0,,0,,0,banksma01,13,MEM,2003,0,,0,
texas,T.J. Ford,1,33,33,33.6,4.8,12,0.401,4.3,10,0.429,0.5,2.1,0.265,4.8,5.9,0.82,0.6,3.2,3.9,7.7,2,0.2,3.2,2.5,15,PG,11.45,0,3.20,32.5,39.5,0,0,,0,,0,,0,,fordtj01,8,MIL,2003,0,,0,
georgia-tech,Chris Bosh,1,31,31,31,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,3.1,5.9,9,1.2,1,2.2,2.3,2.4,15.6,PF,11.80,0,3.30,30.5,33.0,9,0,,0,,0,,0,,boshch01,4,TOR,2003,0,,0,
syracuse,Carmelo Anthony,1,35,35,36.4,7.9,17.5,0.453,6.3,12.7,0.496,1.6,4.7,0.337,4.8,6.8,0.706,2.9,7.1,10,2.2,1.6,0.9,2.2,2.2,22.2,SF,11.40,0,3.15,30.5,33.5,7,0,,0,,0,,0,,anthoca01,3,DEN,2003,0,,0,
manhattan,Luis Flores,1,31,31,36.2,7.5,17.1,0.442,5.4,11.2,0.478,2.2,5.9,0.374,6.7,7.8,0.863,1.2,2.8,3.9,1.6,1.9,0.1,2.4,2.5,24,0,,0,,0,,0,,0,,0,,0,,0,florelu01,55,HOU,2004,0,,0,
duke,Chris Duhon,1,37,37,35.4,3.7,8.3,0.448,2.9,5.7,0.514,0.8,2.6,0.302,1.8,2.4,0.722,0.8,3.2,4.1,6.1,2.2,0.2,2.8,2.1,10,PG,10.45,0,3.14,31.5,35.0,7,6.70%,0,0,6 0,6 1.25,8 2,193,6 6.5,duhonch01,38,CHI,2004,6.104166667,6,8.166666667,6.541666667
saint-josephs,Jameer Nelson,1,32,32,33.9,7.3,15.4,0.475,5,9.6,0.526,2.3,5.8,0.39,3.7,4.7,0.792,1,3.7,4.7,5.3,2.8,0,2.8,1.8,20.6,PG,10.95,0,3.14,28.5,33.5,15,8.00%,0,0,5 11,6 0.5,7 11,199,6 2.5,nelsoja01,20,DEN,2004,6.041666667,5.916666667,7.916666667,6.208333333
texas,Royal Ivey,1,33,33,29.7,3.4,7.5,0.448,3,6.6,0.456,0.4,0.9,0.387,2.3,3.7,0.626,1.3,2.8,4,4.3,1.2,0.2,1.5,2.5,9.4,0,,0,,0,,0,,0,,0,,0,,0,iveyro01,37,ATL,2004,0,,0,
vanderbilt,Matt Freije,1,33,33,29.8,5.6,13.5,0.415,3.7,8.2,0.452,1.9,5.3,0.356,5.3,6.7,0.788,2,3.4,5.4,0.9,0.7,0.6,1,1.6,18.4,0,,0,,0,,0,,0,,0,,0,,0,freijma01,53,MIA,2004,0,,0,
xavier,Lionel Chalmers,1,37,37,34.9,5.5,12.3,0.449,2.8,5.6,0.498,2.7,6.7,0.409,2.8,4,0.709,0.5,2.8,3.3,3.2,1.1,0,2.8,2.1,16.6,0,,0,,0,,0,,0,,0,,0,,0,chalmli01,33,LAC,2004,0,,0,
colorado,David Harrison,1,29,28,31.6,6.4,10.2,0.631,6.4,10.1,0.633,0,0,0,4.3,8,0.539,3.7,5,8.8,0.9,0.6,2.9,2.7,3.2,17.1,0,,0,,0,,0,,0,,0,,0,,0,harrida01,29,IND,2004,0,,0,
connecticut,Ben Gordon,1,39,39,34.5,6.1,14.1,0.434,3.5,8,0.434,2.7,6.2,0.433,3.6,4.4,0.829,0.9,3.8,4.7,4.5,1.4,0.2,2.8,2.3,18.5,0,,0,,0,,0,,0,,0,,0,,0,gordobe01,3,CHI,2004,0,,0,
connecticut,Emeka Okafor,1,36,36,32.4,7.3,12.1,0.599,7.3,12.1,0.599,0,0,0,3.1,6.1,0.518,3.8,7.7,11.5,1,1,4.1,2.3,2.4,17.6,0,,0,,0,,0,,0,,0,,0,,0,okafoem01,2,CHA,2004,0,,0,
saint-josephs,Delonte West,1,32,32,33.5,6.6,13,0.51,4.9,8.8,0.557,1.8,4.3,0.412,3.9,4.3,0.892,1.2,4.2,5.4,4.7,1.7,0.2,2.6,1.9,18.9,0,,0,,0,,0,,0,,0,,0,,0,westde01,24,BOS,2004,0,,0,
texas-tech,Andre Emmett,1,34,33,37,7.6,14.5,0.526,7.2,13.2,0.543,0.5,1.3,0.356,4.9,6.6,0.73,2,4.6,6.6,1.8,1.3,0.3,2.1,1.4,20.6,0,,0,,0,,0,,0,,0,,0,,0,emmetan01,35,SEA,2004,0,,0,
wisconsin,Devin Harris,1,32,32,36.3,5.9,12.9,0.459,3.6,6.6,0.54,2.3,6.3,0.373,5.3,6.8,0.792,0.6,3.7,4.3,4.4,1.8,0.1,2.1,1.9,19.5,PG,11.03,0,3.19,30.5,37.0,5,5.30%,0,0,6 1.75,6 3,8 2.5,170,6 7.5,harride01,5,WAS,2004,6.25,6.145833333,8.208333333,6.625
arizona,Andre Iguodala,1,30,30,32.1,4.5,10.1,0.45,3.8,7.6,0.493,0.8,2.4,0.315,3.1,3.9,0.788,2.4,6,8.4,4.9,1.6,0.4,2.8,2.5,12.9,0,,0,,0,,0,,0,,0,,0,,0,iguodan01,9,PHI,2004,0,,0,
brigham-young,Rafael Araujo,1,30,30,29.8,7,12.3,0.573,6.8,11.3,0.601,0.3,1,0.267,4.1,5.6,0.722,2.9,7.2,10.1,1.2,1.4,0.8,2.9,3.1,18.4,0,,0,,0,,0,,0,,0,,0,,0,araujra01,8,TOR,2004,0,,0,
iowa-state,Jackson Vroman,1,32,31,30.7,5.8,10.3,0.564,5.8,10.1,0.573,0,0.2,0.143,2.3,4.4,0.507,3.7,5.9,9.6,2.3,1.4,0.7,3.2,3.5,13.9,0,,0,,0,,0,,0,,0,,0,,0,vromaja01,31,CHI,2004,0,,0,
michigan,Bernard Robinson,1,34,33,32.2,4.4,10.2,0.432,3.9,8.2,0.477,0.5,2,0.25,2.8,3.6,0.77,1.1,4.6,5.7,3.8,1.9,0.3,2.7,2.5,12.1,0,,0,,0,,0,,0,,0,,0,,0,robinbe01,45,CHA,2004,0,,0,
nevada,Kirk Snyder,1,34,33,31.7,6.1,14.3,0.431,4.6,9.7,0.47,1.6,4.6,0.348,4.9,6.7,0.731,1.9,3.8,5.7,3.4,1,0.6,3.5,2.1,18.8,0,,0,,0,,0,,0,,0,,0,,0,snydeki01,16,UTA,2004,0,,0,
oklahoma-state,Tony Allen,1,35,34,31.6,5.8,11.6,0.504,5.2,9.5,0.55,0.6,2.1,0.297,3.7,5.5,0.675,1.8,3.7,5.5,3.1,2.1,0.9,2.8,3,16,SG,10.70,0,3.19,31.5,36.5,17,6.70%,0,0,6 3.5,6 4.25,8 6,214,6 9,allento01,25,BOS,2004,6.354166667,6.291666667,8.5,6.75
duke,Luol Deng,1,37,32,31.1,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3,0.36,2.6,3.7,0.71,2.2,4.7,6.9,1.8,1.3,1.1,2.2,2.2,15.1,SF,11.46,0,3.34,27.5,31.5,5,6.70%,0,0,6 7,6 8,9 0.5,220,7 0.5,denglu01,7,PHO,2004,6.666666667,6.583333333,9.041666667,7.041666667
louisiana-lafayette,Orien Greene,1,24,23,32.3,3.8,9.9,0.388,2.4,5.5,0.443,1.4,4.4,0.321,2.6,3.4,0.756,1.4,3.3,4.7,4.1,2.8,0.3,3.5,3,11.7,0,,0,,0,,0,,0,,0,,0,,0,greenor01,53,BOS,2005,0,,0,
arizona,Channing Frye,1,37,37,31,6.1,11.1,0.554,6.1,10.6,0.57,0.1,0.5,0.176,3.4,4.1,0.83,2.8,4.8,7.6,1.9,0.9,2.3,1.7,2.6,15.8,0,,0,,0,,0,,0,,0,,0,,0,fryech01,8,NYK,2005,0,,0,
arizona,Salim Stoudamire,1,36,33,31.3,5.8,11.6,0.504,2.5,5,0.503,3.3,6.6,0.504,3.4,3.7,0.91,0.3,2.1,2.3,2.2,0.8,0.1,2.4,1.8,18.4,0,,0,,0,,0,,0,,0,,0,,0,stoudsa01,31,ATL,2005,0,,0,
mississippi-state,Lawrence Roberts,1,32,32,32,5.3,11.9,0.448,5,10.7,0.466,0.4,1.3,0.293,5.9,9,0.653,3.4,7.5,11,1.9,1.6,0.8,2.7,2.2,16.9,PF,12.52,0,3.30,27.5,33.0,18,9.30%,0,0,6 7.5,6 9,8 10.5,233,6 9.5,roberla01,55,SEA,2005,6.75,6.625,8.875,6.791666667
duke,Daniel Ewing,1,33,32,34.5,5.5,12.8,0.427,3.4,6.8,0.498,2.1,6,0.347,2.2,3.2,0.692,0.7,2.5,3.2,4,2,0.4,3,3,15.3,0,,0,,0,,0,,0,,0,,0,,0,ewingda01,32,LAC,2005,0,,0,
florida,David Lee,1,32,32,28,5,9.5,0.525,5,9.4,0.532,0,0.1,0,3.6,5,0.714,2.4,6.6,9,2.2,1.1,0.8,2.7,2.4,13.6,PF,10.80,0,3.19,30.5,32.5,14,0%,0,0,6 7.75,6 9,8 10.5,229.5,7 0,leeda02,30,NYK,2005,6.75,6.645833333,8.875,7
gonzaga,Ronny Turiaf,1,31,31,31.2,5.1,10,0.508,5,9.7,0.513,0.1,0.2,0.286,5.7,8.4,0.683,2.4,7.1,9.5,1.5,0.4,1.9,2.3,2.7,15.9,PF,11.50,0,3.23,30.5,33.0,15,0%,0,0,6 8,6 9.25,8 10.5,237.8,7 1.5,turiaro01,37,LAL,2005,6.770833333,6.666666667,8.875,7.125
illinois,Luther Head,1,39,39,33.3,5.5,11.8,0.463,2.5,4.6,0.547,3,7.3,0.41,2,2.5,0.788,0.6,3.4,4,3.8,1.7,0.2,1.8,1.4,15.9,0,,0,,0,,0,,0,,0,,0,,0,headlu01,24,HOU,2005,0,,0,
kansas,Wayne Simien,1,26,26,34.3,7.3,13.3,0.552,7.2,12.8,0.563,0.2,0.5,0.286,5.5,6.7,0.816,3.2,7.8,11,1.4,0.6,0.6,2.3,2.6,20.3,PF,11.05,0,3.35,27.0,27.5,11,0%,0,0,6 7.25,6 9,8 11,255.8,7 0,simiewa01,29,MIA,2005,6.75,6.604166667,8.916666667,7
marquette,Travis Diener,1,23,22,34,5.7,13.6,0.42,2.7,6.3,0.438,3,7.3,0.405,5.4,6.4,0.838,0.7,3.3,3.9,7,1.3,0,2.5,2,19.7,0,,0,,0,,0,,0,,0,,0,,0,dienetr01,38,ORL,2005,0,,0,
syracuse,Hakim Warrick,1,34,34,37.5,7.4,13.6,0.548,7.2,12.7,0.566,0.3,0.9,0.29,6.2,9.1,0.681,3.1,5.5,8.6,1.5,1,0.8,2.5,2.3,21.4,0,,0,,0,,0,,0,,0,,0,,0,warriha01,19,MEM,2005,0,,0,
arizona-state,Ike Diogu,1,32,32,36.4,7.2,12.4,0.575,6.6,11,0.598,0.6,1.4,0.4,7.8,9.7,0.797,3.7,6.1,9.8,1.3,0.6,2.3,3.6,2.8,22.6,PF,11.94,0,3.45,28.0,31.0,21,0%,0,0,6 6.5,6 8,9 1,255.4,7 3.5,dioguik01,9,GSW,2005,6.666666667,6.541666667,9.083333333,7.291666667
georgia-tech,Jarrett Jack,1,32,31,34.1,5.1,10,0.514,3.7,6.7,0.549,1.4,3.3,0.442,3.8,4.4,0.866,0.3,4.6,4.8,4.5,1.8,0.1,3.4,1.7,15.5,PG,10.87,0,3.24,26.0,28.5,5,0%,0,0,6 2.5,6 3.5,8 4,197.6,6 7.5,jackja01,22,DEN,2005,6.291666667,6.208333333,8.333333333,6.625
illinois,Deron Williams,1,39,39,33.7,4.6,10.5,0.433,2.8,5.7,0.491,1.7,4.8,0.364,1.7,2.5,0.677,0.4,3.3,3.6,6.8,1,0.2,2.8,2.1,12.5,PG,10.83,0,3.25,30.0,35.0,15,0%,0,0,6 1.75,6 2.75,8 2,202.4,6 6.25,willide01,3,UTA,2005,6.229166667,6.145833333,8.166666667,6.520833333
indiana,Bracey Wright,1,26,26,35.3,5.8,14,0.413,3.8,8.1,0.474,1.9,5.8,0.329,4.8,6.2,0.783,1.3,3.5,4.8,2.7,1.1,0.6,2.6,1.9,18.3,0,,0,,0,,0,,0,,0,,0,,0,wrighbr02,47,MIN,2005,0,,0,
texas-am,Antoine Wright,1,31,30,33.9,6.2,12.4,0.501,3.9,7.3,0.54,2.3,5.1,0.447,3.1,4.5,0.691,1.6,4.3,6,2.2,1.2,0.7,2.4,2.5,17.8,0,,0,,0,,0,,0,,0,,0,,0,wrighan01,15,NJN,2005,0,,0,
connecticut,Charlie Villanueva,1,31,31,25.7,5.1,9.8,0.521,4.9,9.5,0.522,0.2,0.4,0.5,3.1,4.5,0.688,2.6,5.6,8.3,1.3,0.6,1.8,2.3,2.2,13.6,0,,0,,0,,0,,0,,0,,0,,0,villach01,7,TOR,2005,0,,0,
florida-state,Von Wafer,1,29,22,26.1,4.3,9.8,0.437,2,4.1,0.492,2.2,5.7,0.396,1.7,2.3,0.721,0.2,2.3,2.5,1.7,1,0.3,1.7,1.1,12.5,0,,0,,0,,0,,0,,0,,0,,0,wafervo01,39,LAL,2005,0,,0,
louisiana-state,Brandon Bass,1,30,29,33.6,6,10.6,0.567,5.6,9.8,0.577,0.4,0.9,0.462,4.9,6.3,0.777,2.7,6.3,9.1,0.8,0.8,1.6,1.8,2.4,17.3,PF,11.61,0,3.24,31.5,33.0,18,9.30%,0,0,6 6.25,6 7.25,8 10.5,246,7 2.5,bassbr01,33,NOH,2005,6.604166667,6.520833333,8.875,7.208333333
oklahoma-state,Joey Graham,1,33,33,30.6,6.1,11.5,0.529,5.3,9.8,0.538,0.8,1.7,0.473,4.8,5.4,0.887,1.6,4.6,6.2,2,0.9,0.2,2.7,3.1,17.7,SF,10.62,0,3.05,30.0,36.0,26,0%,0,0,6 5.25,6 6.5,8 8,216.6,6 8,grahajo01,16,TOR,2005,6.541666667,6.4375,8.666666667,6.666666667
pittsburgh,Chris Taft,1,29,29,26.5,5.5,9.4,0.58,5.5,9.4,0.58,0,0,0,2.3,4,0.586,3,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,PF,11.26,0,3.27,28.5,33.0,14,0%,0,0,6 8.5,6 9.5,9 1,261,7 1.75,taftch01,42,GSW,2005,6.791666667,6.708333333,9.083333333,7.145833333
utah,Andrew Bogut,1,35,35,35,8,12.9,0.62,7.8,12.2,0.636,0.3,0.7,0.36,4.1,5.9,0.692,3.7,8.5,12.2,2.3,1,1.9,2.7,2.2,20.4,0,,0,,0,,0,,0,,0,,0,,0,bogutan01,1,MIL,2005,0,,0,
cincinnati,James White,1,33,33,33.5,5.4,11,0.488,3.9,7,0.552,1.5,4,0.374,4.1,4.8,0.838,1.3,3.8,5.1,2,1.1,0.8,2.3,2.7,16.3,0,,0,,0,,0,,0,,0,,0,,0,whiteja02,31,POR,2006,0,,0,
arizona,Hassan Adams,1,31,30,33.3,7.5,15.8,0.478,7,13.7,0.511,0.5,2.1,0.262,1.9,3.1,0.611,2.2,2.8,5,2.9,2.6,0.5,2.2,1.9,17.5,0,,0,,0,,0,,0,,0,,0,,0,adamsha01,54,NJN,2006,0,,0,
connecticut,Hilton Armstrong,1,34,33,27.7,3.5,5.7,0.608,3.4,5.6,0.609,0,0.1,0.5,2.7,3.9,0.692,2,4.6,6.6,0.7,0.6,3.1,2.3,2.8,9.7,0,,0,,0,,0,,0,,0,,0,,0,armsthi01,12,NOK,2006,0,,0,
duke,J.J. Redick,1,36,36,37.1,8.4,17.9,0.47,4.5,8.7,0.521,3.9,9.2,0.421,6.1,7.1,0.863,0.2,1.8,2,2.6,1.4,0.1,2.5,1.5,26.8,0,,0,,0,,0,,0,,0,,0,,0,redicjj01,11,ORL,2006,0,,0,
duke,Shelden Williams,1,36,36,33.3,6.6,11.4,0.578,6.5,11.2,0.582,0.1,0.2,0.333,5.6,7.5,0.744,3.3,7.4,10.7,1.1,1.7,3.8,2.5,3.2,18.8,0,,0,,0,,0,,0,,0,,0,,0,willish02,5,ATL,2006,0,,0,
illinois,James Augustine,1,33,33,32.7,5.3,8.5,0.624,5.2,8.4,0.625,0,0.1,0.5,3,4.6,0.651,3,6.1,9.1,1.8,1.4,0.7,2,2.5,13.6,PF,10.54,0,3.25,30.0,32.5,13,0,,0,,0,,0,,augusja01,41,ORL,2006,0,,0,
illinois,Dee Brown,1,33,33,35.8,4.8,13.2,0.359,2.4,5.9,0.407,2.4,7.4,0.321,2.4,3.1,0.757,0.5,2.6,3.1,5.8,1.6,0,2.8,1.8,14.2,0,,0,,0,,0,,0,,0,,0,,0,brownde03,46,UTA,2006,0,,0,
marquette,Steve Novak,1,31,31,33.8,5.6,11.7,0.477,1.7,3.4,0.5,3.9,8.4,0.467,2.4,2.5,0.974,1.1,4.8,5.9,1.3,0.6,0.1,1,2.1,17.5,SF,11.11,0,3.37,24.5,31.0,5,0,,0,,0,,0,,novakst01,32,HOU,2006,0,,0,
michigan-state,Paul Davis,1,33,33,30.8,6.2,11,0.566,6.1,10.5,0.58,0.2,0.6,0.316,4.8,5.6,0.87,2.6,6.5,9.1,1.6,1,0.9,2.5,3.1,17.5,0,,0,,0,,0,,0,,0,,0,,0,davispa01,34,LAC,2006,0,,0,
michigan-state,Maurice Ager,1,34,34,34.4,6.6,14.6,0.457,4.2,8.1,0.522,2.4,6.5,0.376,3.6,4.7,0.761,0.7,3.4,4.1,2.5,0.7,0.3,2.6,2.4,19.3,0,,0,,0,,0,,0,,0,,0,,0,agerma01,28,DAL,2006,0,,0,
arkansas,Ronnie Brewer,1,32,31,34.8,6.2,14,0.441,4.6,9.3,0.493,1.6,4.7,0.338,4.5,6,0.75,1.2,3.6,4.8,3.3,2.6,0.5,2.2,1.4,18.4,0,,0,,0,,0,,0,,0,,0,,0,brewero02,14,UTA,2006,0,,0,
california,Leon Powe,1,27,27,35.3,6.6,13.3,0.496,6.5,13,0.5,0.1,0.3,0.333,7.2,10,0.719,3.3,6.8,10.1,1.4,0.9,0.6,2.4,2.5,20.5,0,,0,,0,,0,,0,,0,,0,,0,powele01,49,DEN,2006,0,,0,
arizona,Marcus Williams,1,33,25,28.8,4.8,10.6,0.453,3.9,8.5,0.457,0.9,2.1,0.435,2.5,3.4,0.726,1.8,2.8,4.7,1.8,1,0.5,1.8,1.8,13,PG,11.30,0,3.40,24.5,28.0,4,0,,0,,0,,0,,willima03,22,NJN,2006,0,,0,
arizona,Marcus Williams,1,30,29,32.9,6.5,13.2,0.494,5.8,10.6,0.546,0.8,2.7,0.288,2.7,3.9,0.695,2.1,4.6,6.7,2.2,1.1,0.8,2.7,2.2,16.6,PG,11.30,0,3.40,24.5,28.0,4,0,,0,,0,,0,,willima03,22,NJN,2006,0,,0,
connecticut,Josh Boone,1,34,32,27.1,4,7.1,0.564,4,7.1,0.564,0,0,0,2.2,4.1,0.547,3.1,3.9,7,0.6,0.4,2,1.2,2.1,10.3,0,,0,,0,,0,,0,,0,,0,,0,boonejo01,23,NJN,2006,0,,0,
florida-state,Alexander Johnson,1,29,28,24.9,4.4,8.1,0.54,4.1,7.1,0.573,0.3,1,0.31,4.1,5.9,0.706,2.6,4.9,7.4,0.7,1.1,1,2.8,3.2,13.2,0,,0,,0,,0,,0,,0,,0,,0,johnsal01,45,IND,2006,0,,0,
gonzaga,Adam Morrison,1,33,32,36.5,9.3,18.7,0.496,7,13.5,0.523,2.2,5.2,0.428,7.3,9.4,0.772,1.4,4.1,5.5,1.7,1.1,0.3,2.3,2,28.1,SF,11.46,0,3.37,25.5,30.5,11,0,,0,,0,,0,,morriad01,3,CHA,2006,0,,0,
iowa-state,Will Blalock,1,30,30,35.7,5.9,13.2,0.447,4.3,9.3,0.468,1.6,3.9,0.398,2,3,0.659,0.8,2.5,3.3,6.1,2.2,0.1,3,1.8,15.4,PG,11.08,0,3.18,35.0,40.0,8,0,,0,,0,,0,,blalowi01,60,DET,2006,0,,0,
miami-fl,Guillermo Diaz,1,34,34,35.2,5.7,13.7,0.415,3.4,7.4,0.458,2.3,6.3,0.364,3.5,4.5,0.789,0.5,2.4,2.9,2.9,1.1,0.2,2,1.7,17.2,0,,0,,0,,0,,0,,0,,0,,0,diazgu01,52,LAC,2006,0,,0,
michigan-state,Shannon Brown,1,34,34,35.2,5.9,12.7,0.467,4.1,7.9,0.513,1.9,4.8,0.39,3.4,4.1,0.83,1.1,3.3,4.4,2.7,1.5,0.1,2.5,2.3,17.2,0,,0,,0,,0,,0,,0,,0,,0,brownsh01,25,CLE,2006,0,,0,
rutgers,Quincy Douby,1,33,33,36.7,8.7,18.8,0.462,5.2,10.1,0.515,3.5,8.8,0.401,4.5,5.3,0.847,0.8,3.5,4.3,3.1,1.8,0.8,2.8,1.8,25.4,0,,0,,0,,0,,0,,0,,0,,0,doubyqu01,19,SAC,2006,0,,0,
texas,P.J. Tucker,1,37,37,34.5,6.1,11.8,0.515,6,11.7,0.514,0.1,0.1,0.667,3.8,5.1,0.747,2.8,6.7,9.5,2.9,1.8,0.4,3.1,2.8,16.1,0,,0,,0,,0,,0,,0,,0,,0,tuckepj01,35,TOR,2006,0,,0,
connecticut,Rudy Gay,1,33,33,30.8,5.7,12.3,0.461,4.8,9.6,0.5,0.8,2.7,0.318,3.1,4.2,0.732,2,4.4,6.4,2.1,1.8,1.6,2.5,2.3,15.2,0,,0,,0,,0,,0,,0,,0,,0,gayru01,8,HOU,2006,0,,0,
texas,Daniel Gibson,1,37,37,33.2,4.4,10.9,0.405,1.7,3.7,0.456,2.7,7.2,0.38,1.9,2.6,0.726,1.1,2.5,3.6,3.1,1.3,0.3,1.9,2.4,13.4,0,,0,,0,,0,,0,,0,,0,,0,gibsoda01,42,CLE,2006,0,,0,
texas,LaMarcus Aldridge,1,37,37,33.7,5.9,10.4,0.569,5.9,10.4,0.569,0,0,0,3.2,4.9,0.646,3.6,5.5,9.2,0.5,1.4,2,1.6,2.5,15,0,,0,,0,,0,,0,,0,,0,,0,aldrila01,2,CHI,2006,0,,0,
louisiana-state,Tyrus Thomas,1,32,21,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0,0,1,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1,3.1,1.8,2.6,12.3,0,,0,,0,,0,,0,,0,,0,,0,thomaty01,4,POR,2006,0,,0,
vanderbilt,Derrick Byars,1,34,34,31.4,6.1,13.3,0.457,3.7,7,0.531,2.3,6.2,0.373,2.5,3.6,0.711,1.5,3.3,4.9,3.4,1.4,0.1,2.4,2.4,17,0,,0,,0,,0,,0,,0,,0,,0,byarsde01,42,POR,2007,0,,0,
wisconsin,Alando Tucker,1,36,36,32.8,7.1,15.1,0.47,6,11.7,0.512,1.1,3.4,0.325,4.6,6.9,0.659,2.2,3.3,5.4,2,0.9,0.3,1.7,1.3,19.9,0,,0,,0,,0,,0,,0,,0,,0,tuckeal02,29,PHO,2007,0,,0,
alabama,Jermareo Davidson,1,30,30,32.3,5,12.2,0.407,4.8,11.7,0.414,0.1,0.5,0.25,3.9,5,0.775,2.1,6.1,8.2,1.5,0.8,2.3,1.7,1.8,14,PF,12.63,0,3.53,27.0,30.0,7,6.90%,0,0,6 9,6 11,9 1.5,230,7 4,davidje01,36,GSW,2007,6.916666667,6.75,9.125,7.333333333
fresno-state,Dominic McGuire,1,32,32,32.9,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,SF,10.95,0,3.25,28.5,34.5,12,4.70%,0,0,6 7,6 8.25,8 8,220,6 10.5,mcguido01,47,WAS,2007,6.6875,6.583333333,8.666666667,6.875
arizona,Marcus Williams,1,33,25,28.8,4.8,10.6,0.453,3.9,8.5,0.457,0.9,2.1,0.435,2.5,3.4,0.726,1.8,2.8,4.7,1.8,1,0.5,1.8,1.8,13,PG,11.30,0,3.40,24.5,28.0,4,0,,0,,0,,0,,willima04,33,SAS,2007,0,,0,
arizona,Marcus Williams,1,30,29,32.9,6.5,13.2,0.494,5.8,10.6,0.546,0.8,2.7,0.288,2.7,3.9,0.695,2.1,4.6,6.7,2.2,1.1,0.8,2.7,2.2,16.6,PG,11.30,0,3.40,24.5,28.0,4,0,,0,,0,,0,,willima04,33,SAS,2007,0,,0,
florida,Chris Richard,1,40,4,18.4,2.5,3.6,0.69,2.5,3.6,0.69,0,0,0,1.3,2.1,0.627,1.6,2.1,3.7,0.4,0.3,0.3,1.2,2.3,6.2,PF,11.39,0,3.29,26.5,30.5,15,7.50%,0,0,6 7,6 8.75,9 2.5,252,7 4.5,richach01,41,MIN,2007,6.729166667,6.583333333,9.208333333,7.375
florida-state,Al Thornton,1,35,35,31.2,7,13.1,0.53,5.9,10.8,0.549,1,2.3,0.444,4.7,6,0.79,3,4.1,7.2,0.7,1.5,1.1,2.5,2.7,19.7,SF,11.96,0,3.16,35.0,41.0,9,5.80%,0,0,6 5.75,6 7,8 8,221,7 1,thornal01,14,LAC,2007,6.583333333,6.479166667,8.666666667,7.083333333
maryland,D.J. Strawberry,1,34,34,31.9,5.4,11.4,0.477,4.4,8.4,0.525,1,3,0.343,3,4.4,0.685,1.3,3.1,4.4,3.5,2,0.4,2.2,2.6,14.9,0,,0,,0,,0,,0,,0,,0,,0,strawdj01,59,PHO,2007,0,,0,
